"Pathway","PathAbun","sample"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",730.9839610832,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_caccae",291.5409360551,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_infantium",177.1482660307,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_dispar",121.151868672,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli",86.1378188812,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified",84.9572660701,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",20.4893148372,"P031_d0"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_parvula",5.3735658031,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",7454.6312152743,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1682.2871008351,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis",1560.9847823755,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens",975.4833441494,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",718.2631891229,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_infantium",273.5946961717,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_caccae",269.858498892,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_dispar",257.8816003583,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified",77.5188342867,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis",31.6143964445,"P031_d0"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_parvula",9.0575459734,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",7397.7658180934,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_thetaiotaomicron",2026.4284050654,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens",818.2024229068,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli",790.3177034054,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_clostridioforme",772.8623168294,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis",584.3139512321,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei",527.9557086679,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_hathewayi",293.1983568018,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified",216.4482250656,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_oxytoca",167.0120023704,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_symbiosum",126.5134078344,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Flavonifractor.s__Flavonifractor_plautii",47.5688518668,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA",27.6876803802,"P031_d0"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_fergusonii",0.8383986954,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)",7383.7616958731,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1402.2646390336,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_fragilis",1308.1404124897,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_xylanisolvens",708.1029290311,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_dorei",614.3173745322,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_caccae",259.008095069,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Escherichia.s__Escherichia_coli",168.554823788,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|unclassified",131.8215176379,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Hungatella.s__Hungatella_hathewayi",85.2552313082,"P031_d0"
"1CMET2-PWY: folate transformations III (E. coli)|g__Alistipes.s__Alistipes_finegoldii",69.5126567139,"P031_d0"
"PWY-3841: folate transformations II (plants)",7378.2124183064,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1583.6497301558,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_fragilis",1335.7929883129,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_xylanisolvens",768.8670301292,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_dorei",563.9577102319,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Lachnoclostridium.s__Clostridium_clostridioforme",493.5869867636,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_caccae",266.985637374,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Veillonella.s__Veillonella_dispar",247.0122527876,"P031_d0"
"PWY-3841: folate transformations II (plants)|unclassified",208.8163222454,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Escherichia.s__Escherichia_coli",189.5894303045,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Hungatella.s__Hungatella_hathewayi",163.5094990187,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Alistipes.s__Alistipes_finegoldii",67.9956546517,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Veillonella.s__Veillonella_infantium",53.4057146948,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Blautia.s__Ruminococcus_gnavus",41.2040962381,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Alistipes.s__Alistipes_onderdonkii",36.2205573288,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Bifidobacterium.s__Bifidobacterium_longum",34.2704513038,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Flavonifractor.s__Flavonifractor_plautii",29.9072274853,"P031_d0"
"PWY-3841: folate transformations II (plants)|g__Parabacteroides.s__Parabacteroides_distasonis",14.2477875494,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",7224.4652386881,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_fragilis",1435.157045233,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Lachnoclostridium.s__Clostridium_clostridioforme",758.7842188367,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli",273.9262000585,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified",216.7469702184,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Hungatella.s__Hungatella_hathewayi",166.1697204072,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA",35.422329179,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Flavonifractor.s__Flavonifractor_plautii",24.5384378397,"P031_d0"
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Parabacteroides.s__Parabacteroides_distasonis",17.7468816109,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis",7218.9917206402,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron",2029.6807134328,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_fragilis",1226.2043651131,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens",887.2516350469,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_caccae",294.601961509,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Escherichia.s__Escherichia_coli",252.1190653672,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_finegoldii",180.6345516958,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|unclassified",26.9898750753,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum",20.4997802375,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis",12.70705479,"P031_d0"
"PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_onderdonkii",5.4226292224,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",7183.122045262,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1661.1145382983,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis",1400.8605223638,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens",955.8051681195,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",709.0420459151,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caccae",273.7027884232,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium",185.9663658269,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar",129.2355727286,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified",76.3805826552,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli",60.2847829311,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",18.7864672044,"P031_d0"
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula",5.6176390607,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)",7177.3758425655,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_thetaiotaomicron",2159.1862256027,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_fragilis",1223.5693054612,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_xylanisolvens",899.406990125,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli",419.2716881008,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_caccae",320.4029753306,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_finegoldii",168.6106062947,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_onderdonkii",41.184670712,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|unclassified",36.8501980986,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Bifidobacterium.s__Bifidobacterium_longum",18.6562766627,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Parabacteroides.s__Parabacteroides_distasonis",11.7536012778,"P031_d0"
"PWY-7663: gondoate biosynthesis (anaerobic)|g__Campylobacter.s__Campylobacter_concisus",7.0593425987,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",7105.3633800895,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1683.3740902986,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_fragilis",1503.2220908473,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_xylanisolvens",756.1047333092,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_clostridioforme",605.4871357302,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_dorei",572.6662055064,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_dispar",361.4917748634,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caccae",267.4957538728,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli",258.28916283,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_symbiosum",195.9210905436,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_finegoldii",139.4299105596,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Hungatella.s__Hungatella_hathewayi",96.8065186635,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified",96.7397872084,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Ruminococcus_gnavus",41.2138889061,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Veillonella.s__Veillonella_infantium",40.0121430286,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Flavonifractor.s__Flavonifractor_plautii",33.5736722575,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_lavalense",27.0740970174,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parabacteroides.s__Parabacteroides_distasonis",21.9135181363,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bifidobacterium.s__Bifidobacterium_longum",21.0749556157,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA",13.9504570833,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Alistipes.s__Alistipes_onderdonkii",9.6245506941,"P031_d0"
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerostipes.s__Anaerostipes_caccae",8.0979960856,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",7087.2954755901,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1586.2130240985,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_fragilis",1238.9178690922,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_xylanisolvens",888.5956986123,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_dorei",842.5169715019,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_clostridioforme",619.2925225419,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Veillonella.s__Veillonella_infantium",314.5270629734,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_caccae",262.3560796451,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Escherichia.s__Escherichia_coli",262.077926176,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_symbiosum",138.9828743282,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Hungatella.s__Hungatella_hathewayi",125.8098024761,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Ruminococcus_gnavus",36.9879467402,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified",34.7574005639,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_lavalense",29.3496713917,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Flavonifractor.s__Flavonifractor_plautii",26.0460448042,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA",25.3537484351,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bifidobacterium.s__Bifidobacterium_longum",24.0670227801,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Parabacteroides.s__Parabacteroides_distasonis",12.9877095098,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Anaerostipes.s__Anaerostipes_caccae",11.800039697,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_citroniae",5.5821483829,"P031_d0"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Streptococcus.s__Streptococcus_parasanguinis",3.4748249235,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III",7048.3182612441,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1625.907171654,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_fragilis",1245.0091106071,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_xylanisolvens",895.0554525018,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli",393.0637057238,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Veillonella.s__Veillonella_dispar",303.7629968306,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae",293.2974107411,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Hungatella.s__Hungatella_hathewayi",90.6594724927,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|unclassified",60.74470678,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_longum",45.2397100547,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Flavonifractor.s__Flavonifractor_plautii",43.8396517473,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_gnavus",36.0090325911,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Veillonella.s__Veillonella_infantium",28.0606506524,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis",13.89850697,"P031_d0"
"PWY-5103: L-isoleucine biosynthesis III|g__Anaerostipes.s__Anaerostipes_caccae",11.0474048206,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",7039.7050233695,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1640.8156756291,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis",1462.8839766522,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens",732.9828651526,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",682.7970634109,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_caccae",257.0811037005,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_infantium",215.9551356555,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar",23.6736961223,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis",22.4862326651,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified",20.267651282,"P031_d0"
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula",3.899998724,"P031_d0"
"PWY-5686: UMP biosynthesis I",6997.0969139159,"P031_d0"
"PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron",1498.6494074915,"P031_d0"
"PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis",1323.2543023203,"P031_d0"
"PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens",938.9306269799,"P031_d0"
"PWY-5686: UMP biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme",643.4106418492,"P031_d0"
